tile_id,grade_area,researcher,id,min_lng,min_lat,max_lng,max_lat,grade
789,0.25000,am,61,19.96513,52.15959,19.97254,52.16415,0
790,0.25000,am,62,19.97244,52.15953,19.97985,52.16409,0
791,0.25000,am,63,19.97975,52.15947,19.98716,52.16403,0
792,0.25000,am,64,19.98706,52.15941,19.99447,52.16397,0
793,0.25000,am,65,19.99437,52.15935,20.00178,52.16390,0
794,0.25000,am,66,20.00168,52.15928,20.00909,52.16384,0
795,0.24549,am,67,20.00899,52.15922,20.01640,52.16378,0
796,0.13854,am,68,20.01630,52.15917,20.02371,52.16372,0
797,0.06906,am,69,20.02367,52.15909,20.03097,52.16365,0
798,0.23624,am,70,20.03092,52.15903,20.03834,52.16359,0
799,0.25000,am,71,20.03823,52.15897,20.04565,52.16353,0
800,0.24772,am,72,20.04554,52.15890,20.05296,52.16346,0
801,0.16972,am,73,20.05288,52.15884,20.06027,52.16340,0
802,0.14939,am,74,20.06016,52.15877,20.06758,52.16333,0
803,0.15851,am,75,20.06747,52.15870,20.07485,52.16327,0
804,0.20162,am,76,20.07478,52.15864,20.08219,52.16288,1
805,0.15899,am,77,20.08209,52.15859,20.08702,52.16312,0
957,0.04101,am,78,19.91695,52.15551,19.92122,52.15806,0
958,0.21180,am,79,19.92117,52.15545,19.92852,52.15998,0
959,0.17650,am,80,19.92848,52.15539,19.93589,52.15994,0
960,0.25000,am,81,19.93579,52.15533,19.94320,52.15989,0
961,0.25000,am,82,19.94310,52.15527,19.95051,52.15983,0
962,0.25000,am,83,19.95041,52.15521,19.95782,52.15977,0
963,0.25000,am,84,19.95772,52.15516,19.96513,52.15971,0
964,0.23656,am,85,19.96503,52.15510,19.97244,52.15965,0
965,0.18381,am,86,19.97234,52.15507,19.97975,52.15959,0
966,0.24200,am,87,19.97966,52.15497,19.98706,52.15953,0
967,0.25000,am,88,19.98696,52.15491,19.99437,52.15947,0
968,0.25000,am,89,19.99427,52.15485,20.00168,52.15941,0
969,0.25000,am,90,20.00158,52.15479,20.00899,52.15935,0
970,0.25000,am,91,20.00889,52.15473,20.01630,52.15928,0
971,0.24766,am,92,20.01620,52.15466,20.02360,52.15922,0
972,0.23406,am,93,20.02351,52.15460,20.03092,52.15912,0
973,0.25000,am,94,20.03082,52.15453,20.03823,52.15909,0
974,0.25000,am,95,20.03813,52.15447,20.04554,52.15903,0
975,0.19562,am,96,20.04544,52.15445,20.05285,52.15897,0
976,0.23715,am,97,20.05278,52.15434,20.06016,52.15889,0
977,0.25000,am,98,20.06005,52.15427,20.06747,52.15884,0
978,0.25000,am,99,20.06736,52.15421,20.07478,52.15877,0
979,0.25000,am,100,20.07467,52.15414,20.08209,52.15870,0
980,0.20931,am,101,20.08198,52.15407,20.08931,52.15864,0
981,0.00156,am,102,20.08929,52.15407,20.08985,52.15481,0
1131,0.04345,am,103,19.90942,52.15107,19.91382,52.15370,0
1132,0.22807,am,104,19.91377,52.15101,19.92117,52.15554,0
1133,0.25000,am,105,19.92108,52.15095,19.92848,52.15551,0
1134,0.15390,am,106,19.92839,52.15091,19.93579,52.15545,0
1135,0.24642,am,107,19.93572,52.15084,19.94310,52.15539,0
1136,0.25000,am,108,19.94301,52.15078,19.95041,52.15533,0
1137,0.25000,am,109,19.95032,52.15072,19.95772,52.15527,0
1138,0.25000,am,110,19.95762,52.15066,19.96503,52.15521,0
1139,0.25000,am,111,19.96493,52.15060,19.97234,52.15516,0
1140,0.22941,am,112,19.97224,52.15054,19.97962,52.15510,0
1141,0.16525,am,113,19.97955,52.15048,19.98696,52.15501,0
1142,0.16226,am,114,19.98686,52.15042,19.99427,52.15497,0
1143,0.15454,am,115,19.99417,52.15035,20.00158,52.15491,0
1144,0.15935,am,116,20.00148,52.15032,20.00889,52.15485,0
1145,0.21364,am,117,20.00881,52.15049,20.01620,52.15479,0
1146,0.24803,am,118,20.01610,52.15017,20.02351,52.15473,0
1147,0.25000,am,119,20.02340,52.15010,20.03082,52.15466,0
1148,0.18933,am,120,20.03071,52.15010,20.03813,52.15460,0
1149,0.13810,am,121,20.03806,52.14997,20.04544,52.15453,0
1150,0.09367,am,122,20.04533,52.14991,20.05268,52.15447,0
1151,0.20892,am,123,20.05264,52.14984,20.06005,52.15439,0
1152,0.25000,am,124,20.05995,52.14978,20.06736,52.15434,0
1153,0.25000,am,125,20.06726,52.14971,20.07467,52.15427,0
1154,0.25000,am,126,20.07456,52.14964,20.08198,52.15421,0
1155,0.25000,am,127,20.08187,52.14958,20.08929,52.15414,0
1156,0.15498,am,128,20.08918,52.14951,20.09653,52.15407,0
1157,0.05384,am,129,20.09649,52.14944,20.10380,52.15127,0
1158,0.00026,am,130,20.10380,52.14944,20.10432,52.14957,0
1164,0.00118,am,131,20.15383,52.14895,20.15496,52.14914,1
1165,0.03779,am,132,20.15496,52.14888,20.16228,52.15130,1
1166,0.00048,am,133,20.16227,52.14888,20.16249,52.14927,0
1305,0.04595,am,134,19.90190,52.14663,19.90642,52.14933,0
1306,0.22979,am,135,19.90637,52.14657,19.91377,52.15110,0
1307,0.25000,am,136,19.91368,52.14651,19.92108,52.15107,0
1308,0.25000,am,137,19.92099,52.14646,19.92839,52.15101,0
1309,0.22140,am,138,19.92829,52.14640,19.93565,52.15095,0
1310,0.17298,am,139,19.93560,52.14634,19.94301,52.15089,0
1311,0.25000,am,140,19.94291,52.14628,19.95032,52.15084,0
1312,0.25000,am,141,19.95022,52.14622,19.95762,52.15078,0
1313,0.25000,am,142,19.95753,52.14616,19.96493,52.15072,0
1314,0.25000,am,143,19.96484,52.14610,19.97224,52.15066,0
1315,0.25000,am,144,19.97214,52.14604,19.97955,52.15060,0
1316,0.25000,am,145,19.97945,52.14598,19.98686,52.15054,0
1317,0.25000,am,146,19.98676,52.14592,19.99417,52.15048,0
1318,0.25000,am,147,19.99407,52.14586,20.00148,52.15042,0
1319,0.24388,am,148,20.00138,52.14580,20.00878,52.15035,0
1320,0.19126,am,149,20.00869,52.14573,20.01606,52.14985,0
1321,0.15659,am,150,20.01599,52.14567,20.02340,52.15022,0
1322,0.23004,am,151,20.02330,52.14561,20.03071,52.15017,0
1323,0.22480,am,152,20.03061,52.14554,20.03801,52.15010,0
1324,0.24723,am,153,20.03792,52.14548,20.04533,52.15002,0
1325,0.25000,am,154,20.04523,52.14541,20.05264,52.14997,0
1326,0.25000,am,155,20.05253,52.14535,20.05995,52.14991,0
1327,0.25000,am,156,20.05984,52.14528,20.06726,52.14984,0
1328,0.25000,am,157,20.06715,52.14522,20.07456,52.14978,0
1329,0.25000,am,158,20.07446,52.14515,20.08187,52.14971,0
1330,0.25000,am,159,20.08176,52.14508,20.08918,52.14964,0
1331,0.25000,am,160,20.08907,52.14501,20.09649,52.14958,0
1332,0.25000,am,161,20.09638,52.14495,20.10380,52.14951,0
1333,0.20847,am,162,20.10369,52.14488,20.11107,52.14944,0
1334,0.07225,am,163,20.11100,52.14483,20.11703,52.14782,0
1336,0.00496,am,164,20.12929,52.14467,20.13293,52.14509,0
1337,0.05709,am,165,20.13292,52.14460,20.14029,52.14700,1
1338,0.16475,am,166,20.14023,52.14453,20.14759,52.14836,0
1339,0.17615,am,167,20.14753,52.14446,20.15496,52.14896,1
1340,0.06913,am,168,20.15487,52.14438,20.16227,52.14895,1
1341,0.02702,am,169,20.16215,52.14438,20.16418,52.14888,0
1479,0.04761,am,170,19.89480,52.14219,19.89903,52.14496,0
1480,0.23144,am,171,19.89897,52.14213,19.90637,52.14666,0
1481,0.25000,am,172,19.90628,52.14207,19.91368,52.14663,0
1482,0.25000,am,173,19.91359,52.14202,19.92099,52.14657,0
1483,0.25000,am,174,19.92089,52.14196,19.92829,52.14651,0
1484,0.25000,am,175,19.92820,52.14190,19.93560,52.14646,0
1485,0.15961,am,176,19.93551,52.14184,19.94291,52.14640,0
1486,0.25000,am,177,19.94282,52.14179,19.95022,52.14634,0
1487,0.25000,am,178,19.95012,52.14173,19.95753,52.14628,0
1488,0.25000,am,179,19.95743,52.14167,19.96484,52.14622,0
1489,0.09736,am,180,19.96474,52.14165,19.97214,52.14616,0
1490,0.10258,am,181,19.97212,52.14289,19.97945,52.14610,0
1491,0.23981,am,182,19.97938,52.14149,19.98676,52.14604,0
1492,0.25000,am,183,19.98666,52.14142,19.99407,52.14598,0
1493,0.24865,am,184,19.99397,52.14136,20.00138,52.14592,0
1494,0.21773,am,185,20.00128,52.14137,20.00869,52.14586,0
1495,0.23575,am,186,20.00861,52.14124,20.01599,52.14580,0
1496,0.25000,am,187,20.01589,52.14117,20.02330,52.14573,0
1497,0.25000,am,188,20.02320,52.14111,20.03061,52.14567,0
1498,0.25000,am,189,20.03051,52.14105,20.03792,52.14561,0
1499,0.25000,am,190,20.03781,52.14098,20.04523,52.14554,0
1500,0.25000,am,191,20.04512,52.14092,20.05253,52.14548,0
1501,0.25000,am,192,20.05243,52.14085,20.05984,52.14541,0
1502,0.25000,am,193,20.05973,52.14079,20.06715,52.14535,0
1503,0.25000,am,194,20.06704,52.14072,20.07446,52.14528,0
1504,0.25000,am,195,20.07435,52.14065,20.08176,52.14522,0
1505,0.25000,am,196,20.08166,52.14059,20.08907,52.14515,0
1506,0.25000,am,197,20.08896,52.14052,20.09638,52.14508,0
1507,0.21667,am,198,20.09627,52.14045,20.10369,52.14501,0
1508,0.16861,am,199,20.10358,52.14038,20.11096,52.14495,0
1509,0.21866,am,200,20.11088,52.14031,20.11830,52.14485,0
1510,0.23069,am,201,20.11819,52.14024,20.12560,52.14465,0
1511,0.24403,am,202,20.12550,52.14017,20.13292,52.14470,0
1512,0.25000,am,203,20.13280,52.14010,20.14023,52.14467,0
1513,0.18424,am,204,20.14011,52.14006,20.14753,52.14460,1
1514,0.23754,am,205,20.14744,52.13996,20.15480,52.14453,1
1515,0.11520,am,206,20.15472,52.13989,20.16215,52.14440,2
1516,0.01569,am,207,20.16203,52.13987,20.16397,52.14438,0
1653,0.00327,am,208,19.89070,52.13775,19.89159,52.13873,0
1654,0.20707,am,209,19.89157,52.13769,19.89897,52.14222,0
1655,0.13057,am,210,19.89888,52.13766,19.90628,52.14219,1
1656,0.20790,am,211,19.90622,52.13758,19.91359,52.14213,0
1657,0.25000,am,212,19.91349,52.13752,19.92089,52.14207,0
1658,0.25000,am,213,19.92080,52.13746,19.92820,52.14202,0
1659,0.25000,am,214,19.92811,52.13741,19.93551,52.14196,0
1660,0.15711,am,215,19.93541,52.13735,19.94282,52.14190,0
1661,0.24815,am,216,19.94272,52.13729,19.95012,52.14184,0
1662,0.24750,am,217,19.95003,52.13724,19.95743,52.14179,0
1663,0.19224,am,218,19.95734,52.13757,19.96474,52.14173,0
1664,0.05223,am,219,19.96468,52.13886,19.96796,52.14167,1
1665,0.06502,am,220,19.97333,52.13705,19.97930,52.13918,1
1666,0.14890,am,221,19.97926,52.13699,19.98666,52.14154,0
1667,0.17658,am,222,19.98656,52.13693,19.99397,52.14149,0
1668,0.14650,am,223,19.99387,52.13687,20.00125,52.14142,0
1669,0.21331,am,224,20.00118,52.13680,20.00858,52.14121,0
1670,0.24872,am,225,20.00848,52.13674,20.01589,52.14129,0
1671,0.25000,am,226,20.01579,52.13668,20.02320,52.14124,0
1672,0.25000,am,227,20.02310,52.13661,20.03051,52.14117,0
1673,0.25000,am,228,20.03040,52.13655,20.03781,52.14111,0
1674,0.25000,am,229,20.03771,52.13649,20.04512,52.14105,0
1675,0.25000,am,230,20.04501,52.13642,20.05243,52.14098,0
1676,0.25000,am,231,20.05232,52.13636,20.05973,52.14092,0
1677,0.20258,am,232,20.05963,52.13630,20.06704,52.14085,0
1678,0.22131,am,233,20.06702,52.13622,20.07435,52.14079,0
1679,0.23151,am,234,20.07424,52.13620,20.08166,52.14072,0
1680,0.15479,am,235,20.08157,52.13609,20.08896,52.14065,0
1681,0.14640,am,236,20.08885,52.13602,20.09627,52.14059,0
1682,0.20444,am,237,20.09616,52.13595,20.10358,52.14052,0
1683,0.25000,am,238,20.10347,52.13589,20.11088,52.14045,0
1684,0.25000,am,239,20.11077,52.13582,20.11819,52.14038,0
1685,0.25000,am,240,20.11808,52.13575,20.12550,52.14031,1
1686,0.25000,am,241,20.12538,52.13568,20.13280,52.14024,1
1687,0.25000,am,242,20.13269,52.13561,20.14011,52.14017,1
1688,0.19456,am,243,20.14000,52.13554,20.14732,52.14010,0
1689,0.16585,am,244,20.14730,52.13546,20.15472,52.14002,1
1690,0.25000,am,245,20.15461,52.13539,20.16203,52.13996,0
1691,0.16711,am,246,20.16191,52.13532,20.16924,52.13989,0
1692,0.00666,am,247,20.16922,52.13530,20.17136,52.13620,0
1828,0.09870,am,248,19.88659,52.13325,19.89157,52.13775,1
1829,0.25000,am,249,19.89148,52.13319,19.89888,52.13775,0
1830,0.23848,am,250,19.89879,52.13314,19.90617,52.13769,1
1831,0.13130,am,251,19.90610,52.13309,19.91349,52.13759,0
1832,0.11627,am,252,19.91348,52.13440,19.92080,52.13758,0
1833,0.20854,am,253,19.92074,52.13314,19.92811,52.13752,0
1834,0.18759,am,254,19.92802,52.13293,19.93541,52.13746,0
1835,0.24307,am,255,19.93532,52.13285,19.94272,52.13741,0
1836,0.25000,am,256,19.94263,52.13279,19.95003,52.13735,0
1837,0.20233,am,257,19.94993,52.13273,19.95729,52.13729,1
1838,0.15153,am,258,19.95724,52.13267,19.96461,52.13568,1
1839,0.18694,am,259,19.96454,52.13261,19.97194,52.13656,1
1840,0.24680,am,260,19.97185,52.13255,19.97926,52.13710,0
1841,0.25000,am,261,19.97916,52.13249,19.98656,52.13705,1
1842,0.25000,am,262,19.98646,52.13243,19.99387,52.13699,1
1843,0.25000,am,263,19.99377,52.13237,20.00118,52.13693,0
1844,0.25000,am,264,20.00107,52.13231,20.00848,52.13687,0
1845,0.25000,am,265,20.00838,52.13225,20.01579,52.13680,0
1846,0.25000,am,266,20.01569,52.13218,20.02310,52.13674,0
1847,0.25000,am,267,20.02299,52.13212,20.03040,52.13668,1
1848,0.25000,am,268,20.03030,52.13205,20.03771,52.13661,1
1849,0.25000,am,269,20.03760,52.13199,20.04501,52.13655,0
1850,0.25000,am,270,20.04491,52.13193,20.05232,52.13649,0
1851,0.23465,am,271,20.05222,52.13191,20.05963,52.13642,0
1852,0.18090,am,272,20.05954,52.13179,20.06691,52.13636,0
1853,0.13920,am,273,20.06683,52.13173,20.07424,52.13628,1
1854,0.18754,am,274,20.07413,52.13166,20.08154,52.13622,1
1855,0.24607,am,275,20.08144,52.13159,20.08885,52.13614,0
1856,0.25000,am,276,20.08874,52.13153,20.09616,52.13609,0
1857,0.24505,am,277,20.09605,52.13148,20.10347,52.13602,1
1858,0.24774,am,278,20.10337,52.13139,20.11077,52.13595,1
1859,0.25000,am,279,20.11066,52.13132,20.11808,52.13589,1
1860,0.23125,am,280,20.11797,52.13125,20.12538,52.13582,1
1861,0.25000,am,281,20.12527,52.13118,20.13269,52.13575,1
1862,0.25000,am,282,20.13258,52.13111,20.14000,52.13568,1
1863,0.25000,am,283,20.13988,52.13104,20.14730,52.13561,1
1864,0.19842,am,284,20.14719,52.13097,20.15461,52.13554,0
1865,0.25000,am,285,20.15449,52.13090,20.16191,52.13546,0
1866,0.25000,am,286,20.16180,52.13082,20.16922,52.13539,0
1867,0.20458,am,287,20.16910,52.13075,20.17646,52.13532,0
1868,0.03457,am,288,20.17641,52.13072,20.17966,52.13285,0
2002,0.01096,am,289,19.88248,52.12881,19.88412,52.13060,0
2003,0.22520,am,290,19.88409,52.12875,19.89148,52.13329,0
2004,0.25000,am,291,19.89139,52.12870,19.89879,52.13325,0
2005,0.25000,am,292,19.89870,52.12864,19.90610,52.13319,1
2006,0.24730,am,293,19.90600,52.12859,19.91339,52.13314,0
2007,0.21577,am,294,19.91331,52.12853,19.92068,52.13273,0
2008,0.17702,am,295,19.92062,52.12847,19.92799,52.13198,0
2009,0.14547,am,296,19.92792,52.12841,19.93527,52.13296,0
2010,0.21543,am,297,19.93523,52.12836,19.94263,52.13291,1
2011,0.20618,am,298,19.94253,52.12832,19.94993,52.13285,2
2012,0.06525,am,299,19.94989,52.12824,19.95724,52.13279,2
2013,0.25000,am,300,19.95714,52.12818,19.96454,52.13273,2
2014,0.25000,am,301,19.96445,52.12812,19.97185,52.13267,3
2015,0.25000,am,302,19.97175,52.12806,19.97916,52.13261,1
2016,0.25000,am,303,19.97906,52.12800,19.98646,52.13255,0
2017,0.25000,am,304,19.98636,52.12794,19.99377,52.13249,0
2018,0.25000,am,305,19.99367,52.12787,20.00107,52.13243,0
2019,0.25000,am,306,20.00097,52.12781,20.00838,52.13237,0
2020,0.25000,am,307,20.00828,52.12775,20.01569,52.13231,0
2021,0.25000,am,308,20.01558,52.12769,20.02299,52.13225,1
2022,0.24094,am,309,20.02289,52.12764,20.03030,52.13218,0
2023,0.18063,am,310,20.03022,52.12756,20.03760,52.13212,0
2024,0.17690,am,311,20.03750,52.12749,20.04491,52.13205,0
2025,0.17473,am,312,20.04480,52.12743,20.05222,52.13199,0
2026,0.18735,am,313,20.05211,52.12736,20.05950,52.13193,0
2027,0.23541,am,314,20.05941,52.12730,20.06683,52.13182,0
2028,0.25000,am,315,20.06672,52.12723,20.07413,52.13179,1
2029,0.25000,am,316,20.07402,52.12716,20.08144,52.13173,1
2030,0.13085,am,317,20.08133,52.12711,20.08874,52.13166,1
2031,0.15323,am,318,20.08872,52.12703,20.09605,52.13159,1
2032,0.07108,am,319,20.09594,52.12701,20.10120,52.13153,1
2033,0.14830,am,320,20.10408,52.12689,20.11066,52.13145,1
2034,0.25000,am,321,20.11055,52.12682,20.11797,52.13139,1
2035,0.07096,am,322,20.11785,52.12680,20.12527,52.13132,1
2036,0.24991,am,323,20.12516,52.12668,20.13258,52.13125,1
2037,0.25000,am,324,20.13246,52.12661,20.13988,52.13118,0
2038,0.19374,am,325,20.13977,52.12656,20.14719,52.13111,1
2039,0.23248,am,326,20.14713,52.12647,20.15449,52.13104,0
2040,0.25000,am,327,20.15438,52.12640,20.16180,52.13097,0
2041,0.25000,am,328,20.16168,52.12633,20.16910,52.13090,0
2042,0.25000,am,329,20.16899,52.12626,20.17641,52.13082,0
2043,0.17678,am,330,20.17629,52.12618,20.18342,52.13075,0
2177,0.12363,am,331,19.87838,52.12431,19.88409,52.12882,0
2178,0.25000,am,332,19.88400,52.12426,19.89139,52.12881,0
2179,0.25000,am,333,19.89130,52.12420,19.89870,52.12875,0
2180,0.25000,am,334,19.89861,52.12415,19.90600,52.12870,0
2181,0.25000,am,335,19.90591,52.12409,19.91331,52.12864,0
2182,0.25000,am,336,19.91322,52.12403,19.92062,52.12859,0
2183,0.25000,am,337,19.92052,52.12398,19.92792,52.12853,0
2184,0.25000,am,338,19.92783,52.12392,19.93523,52.12847,0
2185,0.24784,am,339,19.93513,52.12387,19.94253,52.12841,2
2186,0.11565,am,340,19.94245,52.12468,19.94794,52.12836,2
2187,0.11997,am,341,19.95304,52.12374,19.95714,52.12825,3
2188,0.25000,am,342,19.95705,52.12368,19.96445,52.12824,3
2189,0.25000,am,343,19.96435,52.12362,19.97175,52.12818,1
2190,0.25000,am,344,19.97166,52.12356,19.97906,52.12812,1
2191,0.25000,am,345,19.97896,52.12350,19.98636,52.12806,0
2192,0.23474,am,346,19.98626,52.12348,19.99367,52.12800,0
2193,0.22046,am,347,19.99358,52.12338,20.00097,52.12794,1
2194,0.24820,am,348,20.00087,52.12333,20.00828,52.12787,0
2195,0.19650,am,349,20.00818,52.12325,20.01558,52.12781,0
2196,0.17632,am,350,20.01548,52.12319,20.02289,52.12775,0
2197,0.17381,am,351,20.02279,52.12313,20.03017,52.12769,0
2198,0.22747,am,352,20.03009,52.12306,20.03750,52.12757,0
2199,0.25000,am,353,20.03739,52.12300,20.04480,52.12756,0
2200,0.25000,am,354,20.04470,52.12293,20.05211,52.12749,0
2201,0.25000,am,355,20.05200,52.12287,20.05941,52.12743,0
2202,0.25000,am,356,20.05931,52.12280,20.06672,52.12736,0
2203,0.25000,am,357,20.06661,52.12274,20.07402,52.12730,0
2204,0.25000,am,358,20.07392,52.12267,20.08133,52.12723,1
2205,0.14682,am,359,20.08122,52.12260,20.08857,52.12716,1
2206,0.15115,am,360,20.08852,52.12253,20.09594,52.12707,1
2207,0.07571,am,361,20.09583,52.12247,20.10319,52.12703,1
2208,0.08608,am,362,20.10313,52.12242,20.11055,52.12693,1
2209,0.23152,am,363,20.11050,52.12233,20.11785,52.12689,1
2210,0.20021,am,364,20.11774,52.12226,20.12512,52.12682,0
2211,0.24529,am,365,20.12504,52.12219,20.13246,52.12675,0
2212,0.25000,am,366,20.13235,52.12212,20.13977,52.12668,0
2213,0.23668,am,367,20.13965,52.12205,20.14703,52.12661,1
2214,0.16124,am,368,20.14696,52.12198,20.15438,52.12653,0
2215,0.25000,am,369,20.15426,52.12190,20.16168,52.12647,0
2216,0.25000,am,370,20.16156,52.12183,20.16899,52.12640,0
2217,0.25000,am,371,20.16887,52.12176,20.17629,52.12633,0
2218,0.24987,am,372,20.17617,52.12169,20.18359,52.12626,0
2219,0.07834,am,373,20.18348,52.12163,20.18869,52.12598,0
2351,0.02310,am,374,19.87438,52.11987,19.87666,52.12248,1
2352,0.23791,am,375,19.87661,52.11982,19.88400,52.12435,0
2353,0.25000,am,376,19.88391,52.11976,19.89130,52.12431,0
2354,0.25000,am,377,19.89121,52.11971,19.89861,52.12426,0
2355,0.25000,am,378,19.89852,52.11965,19.90591,52.12420,0
2356,0.25000,am,379,19.90582,52.11959,19.91322,52.12415,0
2357,0.25000,am,380,19.91313,52.11954,19.92052,52.12409,0
2358,0.25000,am,381,19.92043,52.11948,19.92783,52.12403,0
2359,0.22326,am,382,19.92773,52.11946,19.93513,52.12398,0
2360,0.08598,am,383,19.93506,52.12024,19.94174,52.12392,0
2362,0.05772,am,384,19.95279,52.12149,19.95705,52.12377,0
2363,0.23722,am,385,19.95700,52.11919,19.96435,52.12374,0
2364,0.24209,am,386,19.96425,52.11914,19.97166,52.12368,1
2365,0.15925,am,387,19.97159,52.11907,19.97896,52.12362,0
2366,0.15816,am,388,19.97886,52.11901,19.98626,52.12356,0
2367,0.16662,am,389,19.98616,52.11894,19.99353,52.12350,0
2368,0.23424,am,390,19.99347,52.11888,20.00087,52.12341,0
2369,0.18098,am,391,20.00077,52.11882,20.00815,52.12338,0
2370,0.22853,am,392,20.00808,52.11876,20.01548,52.12327,0
2371,0.25000,am,393,20.01538,52.11869,20.02279,52.12325,0
2372,0.25000,am,394,20.02268,52.11863,20.03009,52.12319,0
2373,0.25000,am,395,20.02999,52.11857,20.03739,52.12313,0
2374,0.25000,am,396,20.03729,52.11850,20.04470,52.12306,0
2375,0.25000,am,397,20.04459,52.11844,20.05200,52.12300,0
2376,0.25000,am,398,20.05190,52.11837,20.05931,52.12293,1
2377,0.25000,am,399,20.05920,52.11831,20.06661,52.12287,0
2378,0.25000,am,400,20.06650,52.11824,20.07392,52.12280,0
2379,0.25000,am,401,20.07381,52.11817,20.08122,52.12274,0
2380,0.19002,am,402,20.08111,52.11811,20.08852,52.12267,1
2381,0.24999,am,403,20.08841,52.11804,20.09583,52.12260,0
2382,0.24488,am,404,20.09572,52.11797,20.10313,52.12253,1
2383,0.23736,am,405,20.10302,52.11790,20.11041,52.12247,1
2384,0.15145,am,406,20.11032,52.11783,20.11774,52.12238,0
2385,0.25000,am,407,20.11763,52.11776,20.12504,52.12233,0
2386,0.25000,am,408,20.12493,52.11769,20.13235,52.12226,0
2387,0.13721,am,409,20.13223,52.11764,20.13965,52.12219,0
2388,0.20925,am,410,20.13963,52.11755,20.14696,52.12212,0
2389,0.21518,am,411,20.14684,52.11748,20.15426,52.12205,2
2390,0.18852,am,412,20.15414,52.11741,20.16156,52.12198,1
